id	choice_key	dilemma_key	payload_key	value
27273401	FIRST	sw_foreign_oaths_vik_reg_caisil	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273402	SECOND	sw_foreign_oaths_vik_reg_caisil	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273403	SECOND	sw_foreign_oaths_vik_reg_caisil	TARGET	EVENT
27273404	SECOND	sw_foreign_oaths_vik_reg_caisil	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273405	FIRST	sw_foreign_oaths_vik_reg_caisil	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273406	FIRST	sw_foreign_oaths_vik_reg_caisil	TARGET	EVENT
27273407	FIRST	sw_foreign_oaths_vik_reg_caisil	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273408	SECOND	sw_foreign_oaths_vik_reg_caisil	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273409	SECOND	sw_foreign_oaths_vik_reg_caisil	TARGET	EVENT
27273410	SECOND	sw_foreign_oaths_vik_reg_caisil	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273411	FIRST	sw_foreign_oaths_vik_reg_cantwaraburg	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273412	FIRST	sw_foreign_oaths_vik_reg_cantwaraburg	TARGET	EVENT
27273413	FIRST	sw_foreign_oaths_vik_reg_cantwaraburg	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273414	SECOND	sw_foreign_oaths_vik_reg_cantwaraburg	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273415	SECOND	sw_foreign_oaths_vik_reg_cantwaraburg	TARGET	EVENT
27273416	SECOND	sw_foreign_oaths_vik_reg_cantwaraburg	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273417	FIRST	sw_foreign_oaths_vik_reg_cantwaraburg	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273418	FIRST	sw_foreign_oaths_vik_reg_cantwaraburg	TARGET	EVENT
27273419	FIRST	sw_foreign_oaths_vik_reg_cantwaraburg	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273420	SECOND	sw_foreign_oaths_vik_reg_cantwaraburg	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273421	SECOND	sw_foreign_oaths_vik_reg_cantwaraburg	TARGET	EVENT
27273422	SECOND	sw_foreign_oaths_vik_reg_cantwaraburg	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273423	FIRST	sw_foreign_oaths_vik_reg_carleol	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273424	FIRST	sw_foreign_oaths_vik_reg_carleol	TARGET	EVENT
27273425	FIRST	sw_foreign_oaths_vik_reg_carleol	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273426	SECOND	sw_foreign_oaths_vik_reg_carleol	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273427	SECOND	sw_foreign_oaths_vik_reg_carleol	TARGET	EVENT
27273428	SECOND	sw_foreign_oaths_vik_reg_carleol	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273429	FIRST	sw_foreign_oaths_vik_reg_carleol	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273430	FIRST	sw_foreign_oaths_vik_reg_carleol	TARGET	EVENT
27273431	FIRST	sw_foreign_oaths_vik_reg_carleol	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273432	SECOND	sw_foreign_oaths_vik_reg_carleol	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273433	SECOND	sw_foreign_oaths_vik_reg_carleol	TARGET	EVENT
27273434	SECOND	sw_foreign_oaths_vik_reg_carleol	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273435	FIRST	sw_foreign_oaths_vik_reg_casteltoun	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273436	FIRST	sw_foreign_oaths_vik_reg_casteltoun	TARGET	EVENT
27273437	FIRST	sw_foreign_oaths_vik_reg_casteltoun	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273438	SECOND	sw_foreign_oaths_vik_reg_casteltoun	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273439	SECOND	sw_foreign_oaths_vik_reg_casteltoun	TARGET	EVENT
27273440	SECOND	sw_foreign_oaths_vik_reg_casteltoun	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273441	FIRST	sw_foreign_oaths_vik_reg_casteltoun	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273442	FIRST	sw_foreign_oaths_vik_reg_casteltoun	TARGET	EVENT
27273443	FIRST	sw_foreign_oaths_vik_reg_casteltoun	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273444	SECOND	sw_foreign_oaths_vik_reg_casteltoun	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273445	SECOND	sw_foreign_oaths_vik_reg_casteltoun	TARGET	EVENT
27273446	SECOND	sw_foreign_oaths_vik_reg_casteltoun	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273447	FIRST	sw_foreign_oaths_vik_reg_cathair_commain	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273448	FIRST	sw_foreign_oaths_vik_reg_cathair_commain	TARGET	EVENT
27273449	FIRST	sw_foreign_oaths_vik_reg_cathair_commain	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273450	SECOND	sw_foreign_oaths_vik_reg_cathair_commain	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273451	SECOND	sw_foreign_oaths_vik_reg_cathair_commain	TARGET	EVENT
27273452	SECOND	sw_foreign_oaths_vik_reg_cathair_commain	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273453	FIRST	sw_foreign_oaths_vik_reg_cathair_commain	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273454	FIRST	sw_foreign_oaths_vik_reg_cathair_commain	TARGET	EVENT
27273455	FIRST	sw_foreign_oaths_vik_reg_cathair_commain	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273456	SECOND	sw_foreign_oaths_vik_reg_cathair_commain	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273457	SECOND	sw_foreign_oaths_vik_reg_cathair_commain	TARGET	EVENT
27273458	SECOND	sw_foreign_oaths_vik_reg_cathair_commain	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273459	FIRST	sw_foreign_oaths_vik_reg_ceaster	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273460	FIRST	sw_foreign_oaths_vik_reg_ceaster	TARGET	EVENT
27273461	FIRST	sw_foreign_oaths_vik_reg_ceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273462	SECOND	sw_foreign_oaths_vik_reg_ceaster	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273463	SECOND	sw_foreign_oaths_vik_reg_ceaster	TARGET	EVENT
27273464	SECOND	sw_foreign_oaths_vik_reg_ceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273465	FIRST	sw_foreign_oaths_vik_reg_ceaster	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273466	FIRST	sw_foreign_oaths_vik_reg_ceaster	TARGET	EVENT
27273467	FIRST	sw_foreign_oaths_vik_reg_ceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273468	SECOND	sw_foreign_oaths_vik_reg_ceaster	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273469	SECOND	sw_foreign_oaths_vik_reg_ceaster	TARGET	EVENT
27273470	SECOND	sw_foreign_oaths_vik_reg_ceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273471	FIRST	sw_foreign_oaths_vik_reg_cetretha	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273472	FIRST	sw_foreign_oaths_vik_reg_cetretha	TARGET	EVENT
27273473	FIRST	sw_foreign_oaths_vik_reg_cetretha	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273474	SECOND	sw_foreign_oaths_vik_reg_cetretha	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273475	SECOND	sw_foreign_oaths_vik_reg_cetretha	TARGET	EVENT
27273476	SECOND	sw_foreign_oaths_vik_reg_cetretha	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273477	FIRST	sw_foreign_oaths_vik_reg_cetretha	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273478	FIRST	sw_foreign_oaths_vik_reg_cetretha	TARGET	EVENT
27273479	FIRST	sw_foreign_oaths_vik_reg_cetretha	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273480	SECOND	sw_foreign_oaths_vik_reg_cetretha	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273481	SECOND	sw_foreign_oaths_vik_reg_cetretha	TARGET	EVENT
27273482	SECOND	sw_foreign_oaths_vik_reg_cetretha	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273483	FIRST	sw_foreign_oaths_vik_reg_cippanhamm	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273484	FIRST	sw_foreign_oaths_vik_reg_cippanhamm	TARGET	EVENT
27273485	FIRST	sw_foreign_oaths_vik_reg_cippanhamm	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273486	SECOND	sw_foreign_oaths_vik_reg_cippanhamm	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273487	SECOND	sw_foreign_oaths_vik_reg_cippanhamm	TARGET	EVENT
27273488	SECOND	sw_foreign_oaths_vik_reg_cippanhamm	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273489	FIRST	sw_foreign_oaths_vik_reg_cippanhamm	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273490	FIRST	sw_foreign_oaths_vik_reg_cippanhamm	TARGET	EVENT
27273491	FIRST	sw_foreign_oaths_vik_reg_cippanhamm	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273492	SECOND	sw_foreign_oaths_vik_reg_cippanhamm	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273493	SECOND	sw_foreign_oaths_vik_reg_cippanhamm	TARGET	EVENT
27273494	SECOND	sw_foreign_oaths_vik_reg_cippanhamm	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273495	FIRST	sw_foreign_oaths_vik_reg_colneceaster	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273496	FIRST	sw_foreign_oaths_vik_reg_colneceaster	TARGET	EVENT
27273497	FIRST	sw_foreign_oaths_vik_reg_colneceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273498	SECOND	sw_foreign_oaths_vik_reg_colneceaster	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273499	SECOND	sw_foreign_oaths_vik_reg_colneceaster	TARGET	EVENT
27273500	SECOND	sw_foreign_oaths_vik_reg_colneceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273501	FIRST	sw_foreign_oaths_vik_reg_colneceaster	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273502	FIRST	sw_foreign_oaths_vik_reg_colneceaster	TARGET	EVENT
27273503	FIRST	sw_foreign_oaths_vik_reg_colneceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273504	SECOND	sw_foreign_oaths_vik_reg_colneceaster	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273505	SECOND	sw_foreign_oaths_vik_reg_colneceaster	TARGET	EVENT
27273506	SECOND	sw_foreign_oaths_vik_reg_colneceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273507	FIRST	sw_foreign_oaths_vik_reg_corcach	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273508	FIRST	sw_foreign_oaths_vik_reg_corcach	TARGET	EVENT
27273509	FIRST	sw_foreign_oaths_vik_reg_corcach	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273510	SECOND	sw_foreign_oaths_vik_reg_corcach	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273511	SECOND	sw_foreign_oaths_vik_reg_corcach	TARGET	EVENT
27273512	SECOND	sw_foreign_oaths_vik_reg_corcach	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273513	FIRST	sw_foreign_oaths_vik_reg_corcach	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273514	FIRST	sw_foreign_oaths_vik_reg_corcach	TARGET	EVENT
27273515	FIRST	sw_foreign_oaths_vik_reg_corcach	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273516	SECOND	sw_foreign_oaths_vik_reg_corcach	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273517	SECOND	sw_foreign_oaths_vik_reg_corcach	TARGET	EVENT
27273518	SECOND	sw_foreign_oaths_vik_reg_corcach	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273519	FIRST	sw_foreign_oaths_vik_reg_dinefwr	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273520	FIRST	sw_foreign_oaths_vik_reg_dinefwr	TARGET	EVENT
27273521	FIRST	sw_foreign_oaths_vik_reg_dinefwr	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273522	SECOND	sw_foreign_oaths_vik_reg_dinefwr	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273523	SECOND	sw_foreign_oaths_vik_reg_dinefwr	TARGET	EVENT
27273524	SECOND	sw_foreign_oaths_vik_reg_dinefwr	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273525	FIRST	sw_foreign_oaths_vik_reg_dinefwr	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273526	FIRST	sw_foreign_oaths_vik_reg_dinefwr	TARGET	EVENT
27273527	FIRST	sw_foreign_oaths_vik_reg_dinefwr	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273528	SECOND	sw_foreign_oaths_vik_reg_dinefwr	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273529	SECOND	sw_foreign_oaths_vik_reg_dinefwr	TARGET	EVENT
27273530	SECOND	sw_foreign_oaths_vik_reg_dinefwr	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273531	FIRST	sw_foreign_oaths_vik_reg_doreceaster	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273532	FIRST	sw_foreign_oaths_vik_reg_doreceaster	TARGET	EVENT
27273533	FIRST	sw_foreign_oaths_vik_reg_doreceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273534	SECOND	sw_foreign_oaths_vik_reg_doreceaster	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273535	SECOND	sw_foreign_oaths_vik_reg_doreceaster	TARGET	EVENT
27273536	SECOND	sw_foreign_oaths_vik_reg_doreceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273537	FIRST	sw_foreign_oaths_vik_reg_doreceaster	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273538	FIRST	sw_foreign_oaths_vik_reg_doreceaster	TARGET	EVENT
27273539	FIRST	sw_foreign_oaths_vik_reg_doreceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273540	SECOND	sw_foreign_oaths_vik_reg_doreceaster	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273541	SECOND	sw_foreign_oaths_vik_reg_doreceaster	TARGET	EVENT
27273542	SECOND	sw_foreign_oaths_vik_reg_doreceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273543	FIRST	sw_foreign_oaths_vik_reg_druim_da_ethiar	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273544	FIRST	sw_foreign_oaths_vik_reg_druim_da_ethiar	TARGET	EVENT
27273545	FIRST	sw_foreign_oaths_vik_reg_druim_da_ethiar	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273546	SECOND	sw_foreign_oaths_vik_reg_druim_da_ethiar	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273547	SECOND	sw_foreign_oaths_vik_reg_druim_da_ethiar	TARGET	EVENT
27273548	SECOND	sw_foreign_oaths_vik_reg_druim_da_ethiar	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273549	FIRST	sw_foreign_oaths_vik_reg_druim_da_ethiar	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273550	FIRST	sw_foreign_oaths_vik_reg_druim_da_ethiar	TARGET	EVENT
27273551	FIRST	sw_foreign_oaths_vik_reg_druim_da_ethiar	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273552	SECOND	sw_foreign_oaths_vik_reg_druim_da_ethiar	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273553	SECOND	sw_foreign_oaths_vik_reg_druim_da_ethiar	TARGET	EVENT
27273554	SECOND	sw_foreign_oaths_vik_reg_druim_da_ethiar	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273555	FIRST	sw_foreign_oaths_vik_reg_dun_att	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273556	FIRST	sw_foreign_oaths_vik_reg_dun_att	TARGET	EVENT
27273557	FIRST	sw_foreign_oaths_vik_reg_dun_att	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273558	SECOND	sw_foreign_oaths_vik_reg_dun_att	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273559	SECOND	sw_foreign_oaths_vik_reg_dun_att	TARGET	EVENT
27273560	SECOND	sw_foreign_oaths_vik_reg_dun_att	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273561	FIRST	sw_foreign_oaths_vik_reg_dun_att	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273562	FIRST	sw_foreign_oaths_vik_reg_dun_att	TARGET	EVENT
27273563	FIRST	sw_foreign_oaths_vik_reg_dun_att	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273564	SECOND	sw_foreign_oaths_vik_reg_dun_att	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273565	SECOND	sw_foreign_oaths_vik_reg_dun_att	TARGET	EVENT
27273566	SECOND	sw_foreign_oaths_vik_reg_dun_att	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273567	FIRST	sw_foreign_oaths_vik_reg_dun_foither	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273568	FIRST	sw_foreign_oaths_vik_reg_dun_foither	TARGET	EVENT
27273569	FIRST	sw_foreign_oaths_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273570	SECOND	sw_foreign_oaths_vik_reg_dun_foither	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273571	SECOND	sw_foreign_oaths_vik_reg_dun_foither	TARGET	EVENT
27273572	SECOND	sw_foreign_oaths_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273573	FIRST	sw_foreign_oaths_vik_reg_dun_foither	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273574	FIRST	sw_foreign_oaths_vik_reg_dun_foither	TARGET	EVENT
27273575	FIRST	sw_foreign_oaths_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273576	SECOND	sw_foreign_oaths_vik_reg_dun_foither	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273577	SECOND	sw_foreign_oaths_vik_reg_dun_foither	TARGET	EVENT
27273578	SECOND	sw_foreign_oaths_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273579	FIRST	sw_foreign_oaths_vik_reg_dun_patraic	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273580	FIRST	sw_foreign_oaths_vik_reg_dun_patraic	TARGET	EVENT
27273581	FIRST	sw_foreign_oaths_vik_reg_dun_patraic	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273582	SECOND	sw_foreign_oaths_vik_reg_dun_patraic	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273583	SECOND	sw_foreign_oaths_vik_reg_dun_patraic	TARGET	EVENT
27273584	SECOND	sw_foreign_oaths_vik_reg_dun_patraic	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273585	FIRST	sw_foreign_oaths_vik_reg_dun_patraic	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273586	FIRST	sw_foreign_oaths_vik_reg_dun_patraic	TARGET	EVENT
27273587	FIRST	sw_foreign_oaths_vik_reg_dun_patraic	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273588	SECOND	sw_foreign_oaths_vik_reg_dun_patraic	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273589	SECOND	sw_foreign_oaths_vik_reg_dun_patraic	TARGET	EVENT
27273590	SECOND	sw_foreign_oaths_vik_reg_dun_patraic	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273591	FIRST	sw_foreign_oaths_vik_reg_dun_sebuirgi	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273592	FIRST	sw_foreign_oaths_vik_reg_dun_sebuirgi	TARGET	EVENT
27273593	FIRST	sw_foreign_oaths_vik_reg_dun_sebuirgi	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273594	SECOND	sw_foreign_oaths_vik_reg_dun_sebuirgi	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273595	SECOND	sw_foreign_oaths_vik_reg_dun_sebuirgi	TARGET	EVENT
27273596	SECOND	sw_foreign_oaths_vik_reg_dun_sebuirgi	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273597	FIRST	sw_foreign_oaths_vik_reg_dun_sebuirgi	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273598	FIRST	sw_foreign_oaths_vik_reg_dun_sebuirgi	TARGET	EVENT
27273599	FIRST	sw_foreign_oaths_vik_reg_dun_sebuirgi	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273600	SECOND	sw_foreign_oaths_vik_reg_dun_sebuirgi	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273601	SECOND	sw_foreign_oaths_vik_reg_dun_sebuirgi	TARGET	EVENT
27273602	SECOND	sw_foreign_oaths_vik_reg_dun_sebuirgi	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273603	FIRST	sw_foreign_oaths_vik_reg_dyflin	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273604	FIRST	sw_foreign_oaths_vik_reg_dyflin	TARGET	EVENT
27273605	FIRST	sw_foreign_oaths_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273606	SECOND	sw_foreign_oaths_vik_reg_dyflin	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273607	SECOND	sw_foreign_oaths_vik_reg_dyflin	TARGET	EVENT
27273608	SECOND	sw_foreign_oaths_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273609	FIRST	sw_foreign_oaths_vik_reg_dyflin	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273610	FIRST	sw_foreign_oaths_vik_reg_dyflin	TARGET	EVENT
27273611	FIRST	sw_foreign_oaths_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273612	SECOND	sw_foreign_oaths_vik_reg_dyflin	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273613	SECOND	sw_foreign_oaths_vik_reg_dyflin	TARGET	EVENT
27273614	SECOND	sw_foreign_oaths_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273615	FIRST	sw_foreign_oaths_vik_reg_eidenburg	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273616	FIRST	sw_foreign_oaths_vik_reg_eidenburg	TARGET	EVENT
27273617	FIRST	sw_foreign_oaths_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273618	SECOND	sw_foreign_oaths_vik_reg_eidenburg	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273619	SECOND	sw_foreign_oaths_vik_reg_eidenburg	TARGET	EVENT
27273620	SECOND	sw_foreign_oaths_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273621	FIRST	sw_foreign_oaths_vik_reg_eidenburg	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273622	FIRST	sw_foreign_oaths_vik_reg_eidenburg	TARGET	EVENT
27273623	FIRST	sw_foreign_oaths_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273624	SECOND	sw_foreign_oaths_vik_reg_eidenburg	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273625	SECOND	sw_foreign_oaths_vik_reg_eidenburg	TARGET	EVENT
27273626	SECOND	sw_foreign_oaths_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273627	FIRST	sw_foreign_oaths_vik_reg_eoferwic	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273628	FIRST	sw_foreign_oaths_vik_reg_eoferwic	TARGET	EVENT
27273629	FIRST	sw_foreign_oaths_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273630	SECOND	sw_foreign_oaths_vik_reg_eoferwic	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273631	SECOND	sw_foreign_oaths_vik_reg_eoferwic	TARGET	EVENT
27273632	SECOND	sw_foreign_oaths_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273633	FIRST	sw_foreign_oaths_vik_reg_eoferwic	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273634	FIRST	sw_foreign_oaths_vik_reg_eoferwic	TARGET	EVENT
27273635	FIRST	sw_foreign_oaths_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273636	SECOND	sw_foreign_oaths_vik_reg_eoferwic	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273637	SECOND	sw_foreign_oaths_vik_reg_eoferwic	TARGET	EVENT
27273638	SECOND	sw_foreign_oaths_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273639	FIRST	sw_foreign_oaths_vik_reg_exanceaster	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273640	FIRST	sw_foreign_oaths_vik_reg_exanceaster	TARGET	EVENT
27273641	FIRST	sw_foreign_oaths_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
27273642	SECOND	sw_foreign_oaths_vik_reg_exanceaster	sw_foreign_oaths_2	DURATION[4];GLOBAL
27273643	SECOND	sw_foreign_oaths_vik_reg_exanceaster	TARGET	EVENT
27273644	SECOND	sw_foreign_oaths_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_down]
27273645	FIRST	sw_foreign_oaths_vik_reg_exanceaster	sw_foreign_oaths_1	DURATION[4];GLOBAL
27273646	FIRST	sw_foreign_oaths_vik_reg_exanceaster	TARGET	EVENT
27273647	FIRST	sw_foreign_oaths_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_120_lost]
